,0,1,2,3,4,5,6,7,8
364,0.0,1.0,0.0,3.0,1.0,24.0,1.0,0.0,15.5
365,0.0,0.0,1.0,3.0,1.0,30.0,0.0,0.0,7.25
366,1.0,0.0,0.0,1.0,0.0,60.0,1.0,0.0,75.25
367,1.0,0.0,0.0,3.0,0.0,24.0,0.0,0.0,7.2292
368,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,7.75
369,1.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,69.3
370,1.0,0.0,0.0,1.0,1.0,25.0,1.0,0.0,55.4417
371,0.0,0.0,1.0,3.0,1.0,18.0,1.0,0.0,6.4958
372,0.0,0.0,1.0,3.0,1.0,19.0,0.0,0.0,8.05
373,1.0,0.0,0.0,1.0,1.0,22.0,0.0,0.0,135.6333
374,0.0,0.0,1.0,3.0,0.0,3.0,3.0,1.0,21.075
375,1.0,0.0,0.0,1.0,0.0,24.0,1.0,0.0,82.1708
376,0.0,0.0,1.0,3.0,0.0,22.0,0.0,0.0,7.25
377,1.0,0.0,0.0,1.0,1.0,27.0,0.0,2.0,211.5
378,1.0,0.0,0.0,3.0,1.0,20.0,0.0,0.0,4.0125
379,0.0,0.0,1.0,3.0,1.0,19.0,0.0,0.0,7.775
380,1.0,0.0,0.0,1.0,0.0,42.0,0.0,0.0,227.525
381,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,15.7417
382,0.0,0.0,1.0,3.0,1.0,32.0,0.0,0.0,7.925
383,0.0,0.0,1.0,1.0,0.0,35.0,1.0,0.0,52.0
384,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.8958
385,0.0,0.0,1.0,2.0,1.0,18.0,0.0,0.0,73.5
386,0.0,0.0,1.0,3.0,1.0,1.0,5.0,2.0,46.9
387,0.0,0.0,1.0,2.0,0.0,36.0,0.0,0.0,13.0
388,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,7.7292
389,1.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,12.0
390,0.0,0.0,1.0,1.0,1.0,36.0,1.0,2.0,120.0
391,0.0,0.0,1.0,3.0,1.0,21.0,0.0,0.0,7.7958
392,0.0,0.0,1.0,3.0,1.0,28.0,2.0,0.0,7.925
393,1.0,0.0,0.0,1.0,0.0,23.0,1.0,0.0,113.275
394,0.0,0.0,1.0,3.0,0.0,24.0,0.0,2.0,16.7
395,0.0,0.0,1.0,3.0,1.0,22.0,0.0,0.0,7.7958
396,0.0,0.0,1.0,3.0,0.0,31.0,0.0,0.0,7.8542
397,0.0,0.0,1.0,2.0,1.0,46.0,0.0,0.0,26.0
398,0.0,0.0,1.0,2.0,1.0,23.0,0.0,0.0,10.5
399,0.0,0.0,1.0,2.0,0.0,28.0,0.0,0.0,12.65
400,0.0,0.0,1.0,3.0,1.0,39.0,0.0,0.0,7.925
401,0.0,0.0,1.0,3.0,1.0,26.0,0.0,0.0,8.05
402,0.0,0.0,1.0,3.0,0.0,21.0,1.0,0.0,9.825
403,0.0,0.0,1.0,3.0,1.0,28.0,1.0,0.0,15.85
404,0.0,0.0,1.0,3.0,0.0,20.0,0.0,0.0,8.6625
405,0.0,0.0,1.0,2.0,1.0,34.0,1.0,0.0,21.0
406,0.0,0.0,1.0,3.0,1.0,51.0,0.0,0.0,7.75
407,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,18.75
408,0.0,0.0,1.0,3.0,1.0,21.0,0.0,0.0,7.775
409,0.0,0.0,1.0,3.0,0.0,24.0,3.0,1.0,25.4667
410,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.8958
411,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,6.8583
412,0.0,1.0,0.0,1.0,0.0,33.0,1.0,0.0,90.0
413,0.0,0.0,1.0,2.0,1.0,24.0,0.0,0.0,0.0
414,0.0,0.0,1.0,3.0,1.0,44.0,0.0,0.0,7.925
415,0.0,0.0,1.0,3.0,0.0,24.0,0.0,0.0,8.05
416,0.0,0.0,1.0,2.0,0.0,34.0,1.0,1.0,32.5
417,0.0,0.0,1.0,2.0,0.0,18.0,0.0,2.0,13.0
418,0.0,0.0,1.0,2.0,1.0,30.0,0.0,0.0,13.0
419,0.0,0.0,1.0,3.0,0.0,10.0,0.0,2.0,24.15
420,1.0,0.0,0.0,3.0,1.0,24.0,0.0,0.0,7.8958
421,0.0,1.0,0.0,3.0,1.0,21.0,0.0,0.0,7.7333
422,0.0,0.0,1.0,3.0,1.0,29.0,0.0,0.0,7.875
423,0.0,0.0,1.0,3.0,0.0,28.0,1.0,1.0,14.4
424,0.0,0.0,1.0,3.0,1.0,18.0,1.0,1.0,20.2125
425,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.25
426,0.0,0.0,1.0,2.0,0.0,28.0,1.0,0.0,26.0
427,0.0,0.0,1.0,2.0,0.0,19.0,0.0,0.0,26.0
428,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,7.75
429,0.0,0.0,1.0,3.0,1.0,32.0,0.0,0.0,8.05
430,0.0,0.0,1.0,1.0,1.0,28.0,0.0,0.0,26.55
431,0.0,0.0,1.0,3.0,0.0,24.0,1.0,0.0,16.1
432,0.0,0.0,1.0,2.0,0.0,42.0,1.0,0.0,26.0
433,0.0,0.0,1.0,3.0,1.0,17.0,0.0,0.0,7.125
434,0.0,0.0,1.0,1.0,1.0,50.0,1.0,0.0,55.9
435,0.0,0.0,1.0,1.0,0.0,14.0,1.0,2.0,120.0
436,0.0,0.0,1.0,3.0,0.0,21.0,2.0,2.0,34.375
437,0.0,0.0,1.0,2.0,0.0,24.0,2.0,3.0,18.75
438,0.0,0.0,1.0,1.0,1.0,64.0,1.0,4.0,263.0
439,0.0,0.0,1.0,2.0,1.0,31.0,0.0,0.0,10.5
440,0.0,0.0,1.0,2.0,0.0,45.0,1.0,1.0,26.25
441,0.0,0.0,1.0,3.0,1.0,20.0,0.0,0.0,9.5
442,0.0,0.0,1.0,3.0,1.0,25.0,1.0,0.0,7.775
443,0.0,0.0,1.0,2.0,0.0,28.0,0.0,0.0,13.0
444,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,8.1125
445,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,81.8583
446,0.0,0.0,1.0,2.0,0.0,13.0,0.0,1.0,19.5
447,0.0,0.0,1.0,1.0,1.0,34.0,0.0,0.0,26.55
448,1.0,0.0,0.0,3.0,0.0,5.0,2.0,1.0,19.2583
449,0.0,0.0,1.0,1.0,1.0,52.0,0.0,0.0,30.5
450,0.0,0.0,1.0,2.0,1.0,36.0,1.0,2.0,27.75
451,0.0,0.0,1.0,3.0,1.0,24.0,1.0,0.0,19.9667
452,1.0,0.0,0.0,1.0,1.0,30.0,0.0,0.0,27.75
453,1.0,0.0,0.0,1.0,1.0,49.0,1.0,0.0,89.1042
454,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,8.05
455,1.0,0.0,0.0,3.0,1.0,29.0,0.0,0.0,7.8958
456,0.0,0.0,1.0,1.0,1.0,65.0,0.0,0.0,26.55
457,0.0,0.0,1.0,1.0,0.0,24.0,1.0,0.0,51.8625
458,0.0,0.0,1.0,2.0,0.0,50.0,0.0,0.0,10.5
459,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,7.75
460,0.0,0.0,1.0,1.0,1.0,48.0,0.0,0.0,26.55
461,0.0,0.0,1.0,3.0,1.0,34.0,0.0,0.0,8.05
462,0.0,0.0,1.0,1.0,1.0,47.0,0.0,0.0,38.5
463,0.0,0.0,1.0,2.0,1.0,48.0,0.0,0.0,13.0
464,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,8.05
465,0.0,0.0,1.0,3.0,1.0,38.0,0.0,0.0,7.05
466,0.0,0.0,1.0,2.0,1.0,24.0,0.0,0.0,0.0
467,0.0,0.0,1.0,1.0,1.0,56.0,0.0,0.0,26.55
468,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,7.725
469,1.0,0.0,0.0,3.0,0.0,0.75,2.0,1.0,19.2583
470,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.25
471,0.0,0.0,1.0,3.0,1.0,38.0,0.0,0.0,8.6625
472,0.0,0.0,1.0,2.0,0.0,33.0,1.0,2.0,27.75
473,1.0,0.0,0.0,2.0,0.0,23.0,0.0,0.0,13.7917
474,0.0,0.0,1.0,3.0,0.0,22.0,0.0,0.0,9.8375
475,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,52.0
476,0.0,0.0,1.0,2.0,1.0,34.0,1.0,0.0,21.0
477,0.0,0.0,1.0,3.0,1.0,29.0,1.0,0.0,7.0458
478,0.0,0.0,1.0,3.0,1.0,22.0,0.0,0.0,7.5208
479,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,12.2875
480,0.0,0.0,1.0,3.0,1.0,9.0,5.0,2.0,46.9
481,0.0,0.0,1.0,2.0,1.0,24.0,0.0,0.0,0.0
482,0.0,0.0,1.0,3.0,1.0,50.0,0.0,0.0,8.05
483,0.0,0.0,1.0,3.0,0.0,63.0,0.0,0.0,9.5875
484,1.0,0.0,0.0,1.0,1.0,25.0,1.0,0.0,91.0792
485,0.0,0.0,1.0,3.0,0.0,24.0,3.0,1.0,25.4667
486,0.0,0.0,1.0,1.0,0.0,35.0,1.0,0.0,90.0
487,1.0,0.0,0.0,1.0,1.0,58.0,0.0,0.0,29.7
488,0.0,0.0,1.0,3.0,1.0,30.0,0.0,0.0,8.05
489,0.0,0.0,1.0,3.0,1.0,9.0,1.0,1.0,15.9
490,0.0,0.0,1.0,3.0,1.0,24.0,1.0,0.0,19.9667
491,0.0,0.0,1.0,3.0,1.0,21.0,0.0,0.0,7.25
492,0.0,0.0,1.0,1.0,1.0,55.0,0.0,0.0,30.5
493,1.0,0.0,0.0,1.0,1.0,71.0,0.0,0.0,49.5042
494,0.0,0.0,1.0,3.0,1.0,21.0,0.0,0.0,8.05
495,1.0,0.0,0.0,3.0,1.0,24.0,0.0,0.0,14.4583
496,1.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,78.2667
497,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,15.1
498,0.0,0.0,1.0,1.0,0.0,25.0,1.0,2.0,151.55
499,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.7958
500,0.0,0.0,1.0,3.0,1.0,17.0,0.0,0.0,8.6625
501,0.0,1.0,0.0,3.0,0.0,21.0,0.0,0.0,7.75
502,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,7.6292
503,0.0,0.0,1.0,3.0,0.0,37.0,0.0,0.0,9.5875
504,0.0,0.0,1.0,1.0,0.0,16.0,0.0,0.0,86.5
505,1.0,0.0,0.0,1.0,1.0,18.0,1.0,0.0,108.9
506,0.0,0.0,1.0,2.0,0.0,33.0,0.0,2.0,26.0
507,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,26.55
508,0.0,0.0,1.0,3.0,1.0,28.0,0.0,0.0,22.525
509,0.0,0.0,1.0,3.0,1.0,26.0,0.0,0.0,56.4958
510,0.0,1.0,0.0,3.0,1.0,29.0,0.0,0.0,7.75
511,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,8.05
512,0.0,0.0,1.0,1.0,1.0,36.0,0.0,0.0,26.2875
513,1.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,59.4
514,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.4958
515,0.0,0.0,1.0,1.0,1.0,47.0,0.0,0.0,34.0208
516,0.0,0.0,1.0,2.0,0.0,34.0,0.0,0.0,10.5
517,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,24.15
518,0.0,0.0,1.0,2.0,0.0,36.0,1.0,0.0,26.0
519,0.0,0.0,1.0,3.0,1.0,32.0,0.0,0.0,7.8958
520,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,93.5
521,0.0,0.0,1.0,3.0,1.0,22.0,0.0,0.0,7.8958
522,1.0,0.0,0.0,3.0,1.0,24.0,0.0,0.0,7.225
523,1.0,0.0,0.0,1.0,0.0,44.0,0.0,1.0,57.9792
524,1.0,0.0,0.0,3.0,1.0,24.0,0.0,0.0,7.2292
525,0.0,1.0,0.0,3.0,1.0,40.5,0.0,0.0,7.75
526,0.0,0.0,1.0,2.0,0.0,50.0,0.0,0.0,10.5
527,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,221.7792
528,0.0,0.0,1.0,3.0,1.0,39.0,0.0,0.0,7.925
529,0.0,0.0,1.0,2.0,1.0,23.0,2.0,1.0,11.5
530,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,26.0
531,1.0,0.0,0.0,3.0,1.0,24.0,0.0,0.0,7.2292
532,1.0,0.0,0.0,3.0,1.0,17.0,1.0,1.0,7.2292
533,1.0,0.0,0.0,3.0,0.0,24.0,0.0,2.0,22.3583
534,0.0,0.0,1.0,3.0,0.0,30.0,0.0,0.0,8.6625
535,0.0,0.0,1.0,2.0,0.0,7.0,0.0,2.0,26.25
536,0.0,0.0,1.0,1.0,1.0,45.0,0.0,0.0,26.55
537,1.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,106.425
538,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,14.5
539,1.0,0.0,0.0,1.0,0.0,22.0,0.0,2.0,49.5
540,0.0,0.0,1.0,1.0,0.0,36.0,0.0,2.0,71.0
541,0.0,0.0,1.0,3.0,0.0,9.0,4.0,2.0,31.275
542,0.0,0.0,1.0,3.0,0.0,11.0,4.0,2.0,31.275
543,0.0,0.0,1.0,2.0,1.0,32.0,1.0,0.0,26.0
544,1.0,0.0,0.0,1.0,1.0,50.0,1.0,0.0,106.425
545,0.0,0.0,1.0,1.0,1.0,64.0,0.0,0.0,26.0
546,0.0,0.0,1.0,2.0,0.0,19.0,1.0,0.0,26.0
547,1.0,0.0,0.0,2.0,1.0,24.0,0.0,0.0,13.8625
548,0.0,0.0,1.0,3.0,1.0,33.0,1.0,1.0,20.525
549,0.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,36.75
550,1.0,0.0,0.0,1.0,1.0,17.0,0.0,2.0,110.8833
551,0.0,0.0,1.0,2.0,1.0,27.0,0.0,0.0,26.0
552,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,7.8292
553,1.0,0.0,0.0,3.0,1.0,22.0,0.0,0.0,7.225
554,0.0,0.0,1.0,3.0,0.0,22.0,0.0,0.0,7.775
555,0.0,0.0,1.0,1.0,1.0,62.0,0.0,0.0,26.55
556,1.0,0.0,0.0,1.0,0.0,48.0,1.0,0.0,39.6
557,1.0,0.0,0.0,1.0,1.0,24.0,0.0,0.0,227.525
558,0.0,0.0,1.0,1.0,0.0,39.0,1.0,1.0,79.65
559,0.0,0.0,1.0,3.0,0.0,36.0,1.0,0.0,17.4
560,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,7.75
561,0.0,0.0,1.0,3.0,1.0,40.0,0.0,0.0,7.8958
562,0.0,0.0,1.0,2.0,1.0,28.0,0.0,0.0,13.5
563,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,8.05
564,0.0,0.0,1.0,3.0,0.0,24.0,0.0,0.0,8.05
565,0.0,0.0,1.0,3.0,1.0,24.0,2.0,0.0,24.15
566,0.0,0.0,1.0,3.0,1.0,19.0,0.0,0.0,7.8958
567,0.0,0.0,1.0,3.0,0.0,29.0,0.0,4.0,21.075
568,1.0,0.0,0.0,3.0,1.0,24.0,0.0,0.0,7.2292
569,0.0,0.0,1.0,3.0,1.0,32.0,0.0,0.0,7.8542
570,0.0,0.0,1.0,2.0,1.0,62.0,0.0,0.0,10.5
571,0.0,0.0,1.0,1.0,0.0,53.0,2.0,0.0,51.4792
572,0.0,0.0,1.0,1.0,1.0,36.0,0.0,0.0,26.3875
573,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,7.75
574,0.0,0.0,1.0,3.0,1.0,16.0,0.0,0.0,8.05
575,0.0,0.0,1.0,3.0,1.0,19.0,0.0,0.0,14.5
576,0.0,0.0,1.0,2.0,0.0,34.0,0.0,0.0,13.0
577,0.0,0.0,1.0,1.0,0.0,39.0,1.0,0.0,55.9
578,1.0,0.0,0.0,3.0,0.0,24.0,1.0,0.0,14.4583
579,0.0,0.0,1.0,3.0,1.0,32.0,0.0,0.0,7.925
580,0.0,0.0,1.0,2.0,0.0,25.0,1.0,1.0,30.0
581,1.0,0.0,0.0,1.0,0.0,39.0,1.0,1.0,110.8833
582,0.0,0.0,1.0,2.0,1.0,54.0,0.0,0.0,26.0
583,1.0,0.0,0.0,1.0,1.0,36.0,0.0,0.0,40.125
584,1.0,0.0,0.0,3.0,1.0,24.0,0.0,0.0,8.7125
585,0.0,0.0,1.0,1.0,0.0,18.0,0.0,2.0,79.65
586,0.0,0.0,1.0,2.0,1.0,47.0,0.0,0.0,15.0
587,1.0,0.0,0.0,1.0,1.0,60.0,1.0,1.0,79.2
588,0.0,0.0,1.0,3.0,1.0,22.0,0.0,0.0,8.05
589,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,8.05
590,0.0,0.0,1.0,3.0,1.0,35.0,0.0,0.0,7.125
591,1.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,78.2667
592,0.0,0.0,1.0,3.0,1.0,47.0,0.0,0.0,7.25
593,0.0,1.0,0.0,3.0,0.0,24.0,0.0,2.0,7.75
594,0.0,0.0,1.0,2.0,1.0,37.0,1.0,0.0,26.0
595,0.0,0.0,1.0,3.0,1.0,36.0,1.0,1.0,24.15
596,0.0,0.0,1.0,2.0,0.0,24.0,0.0,0.0,33.0
597,0.0,0.0,1.0,3.0,1.0,49.0,0.0,0.0,0.0
598,1.0,0.0,0.0,3.0,1.0,24.0,0.0,0.0,7.225
599,1.0,0.0,0.0,1.0,1.0,49.0,1.0,0.0,56.9292
600,0.0,0.0,1.0,2.0,0.0,24.0,2.0,1.0,27.0
601,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.8958
602,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,42.4
603,0.0,0.0,1.0,3.0,1.0,44.0,0.0,0.0,8.05
604,1.0,0.0,0.0,1.0,1.0,35.0,0.0,0.0,26.55
605,0.0,0.0,1.0,3.0,1.0,36.0,1.0,0.0,15.55
606,0.0,0.0,1.0,3.0,1.0,30.0,0.0,0.0,7.8958
607,0.0,0.0,1.0,1.0,1.0,27.0,0.0,0.0,30.5
608,1.0,0.0,0.0,2.0,0.0,22.0,1.0,2.0,41.5792
609,0.0,0.0,1.0,1.0,0.0,40.0,0.0,0.0,153.4625
610,0.0,0.0,1.0,3.0,0.0,39.0,1.0,5.0,31.275
611,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.05
612,0.0,1.0,0.0,3.0,0.0,24.0,1.0,0.0,15.5
613,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,7.75
614,0.0,0.0,1.0,3.0,1.0,35.0,0.0,0.0,8.05
615,0.0,0.0,1.0,2.0,0.0,24.0,1.0,2.0,65.0
616,0.0,0.0,1.0,3.0,1.0,34.0,1.0,1.0,14.4
617,0.0,0.0,1.0,3.0,0.0,26.0,1.0,0.0,16.1
618,0.0,0.0,1.0,2.0,0.0,4.0,2.0,1.0,39.0
619,0.0,0.0,1.0,2.0,1.0,26.0,0.0,0.0,10.5
620,1.0,0.0,0.0,3.0,1.0,27.0,1.0,0.0,14.4542
621,0.0,0.0,1.0,1.0,1.0,42.0,1.0,0.0,52.5542
622,1.0,0.0,0.0,3.0,1.0,20.0,1.0,1.0,15.7417
623,0.0,0.0,1.0,3.0,1.0,21.0,0.0,0.0,7.8542
624,0.0,0.0,1.0,3.0,1.0,21.0,0.0,0.0,16.1
625,0.0,0.0,1.0,1.0,1.0,61.0,0.0,0.0,32.3208
626,0.0,1.0,0.0,2.0,1.0,57.0,0.0,0.0,12.35
627,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,77.9583
628,0.0,0.0,1.0,3.0,1.0,26.0,0.0,0.0,7.8958
629,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,7.7333
630,0.0,0.0,1.0,1.0,1.0,80.0,0.0,0.0,30.0
631,0.0,0.0,1.0,3.0,1.0,51.0,0.0,0.0,7.0542
632,1.0,0.0,0.0,1.0,1.0,32.0,0.0,0.0,30.5
633,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,0.0
634,0.0,0.0,1.0,3.0,0.0,9.0,3.0,2.0,27.9
635,0.0,0.0,1.0,2.0,0.0,28.0,0.0,0.0,13.0
636,0.0,0.0,1.0,3.0,1.0,32.0,0.0,0.0,7.925
637,0.0,0.0,1.0,2.0,1.0,31.0,1.0,1.0,26.25
638,0.0,0.0,1.0,3.0,0.0,41.0,0.0,5.0,39.6875
639,0.0,0.0,1.0,3.0,1.0,24.0,1.0,0.0,16.1
640,0.0,0.0,1.0,3.0,1.0,20.0,0.0,0.0,7.8542
641,1.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,69.3
642,0.0,0.0,1.0,3.0,0.0,2.0,3.0,2.0,27.9
643,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,56.4958
644,1.0,0.0,0.0,3.0,0.0,0.75,2.0,1.0,19.2583
645,1.0,0.0,0.0,1.0,1.0,48.0,1.0,0.0,76.7292
646,0.0,0.0,1.0,3.0,1.0,19.0,0.0,0.0,7.8958
647,1.0,0.0,0.0,1.0,1.0,56.0,0.0,0.0,35.5
648,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.55
649,0.0,0.0,1.0,3.0,0.0,23.0,0.0,0.0,7.55
650,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.8958
651,0.0,0.0,1.0,2.0,0.0,18.0,0.0,1.0,23.0
652,0.0,0.0,1.0,3.0,1.0,21.0,0.0,0.0,8.4333
653,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,7.8292
654,0.0,1.0,0.0,3.0,0.0,18.0,0.0,0.0,6.75
655,0.0,0.0,1.0,2.0,1.0,24.0,2.0,0.0,73.5
656,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.8958
657,0.0,1.0,0.0,3.0,0.0,32.0,1.0,1.0,15.5
658,0.0,0.0,1.0,2.0,1.0,23.0,0.0,0.0,13.0
659,1.0,0.0,0.0,1.0,1.0,58.0,0.0,2.0,113.275
660,0.0,0.0,1.0,1.0,1.0,50.0,2.0,0.0,133.65
661,1.0,0.0,0.0,3.0,1.0,40.0,0.0,0.0,7.225
662,0.0,0.0,1.0,1.0,1.0,47.0,0.0,0.0,25.5875
663,0.0,0.0,1.0,3.0,1.0,36.0,0.0,0.0,7.4958
664,0.0,0.0,1.0,3.0,1.0,20.0,1.0,0.0,7.925
665,0.0,0.0,1.0,2.0,1.0,32.0,2.0,0.0,73.5
666,0.0,0.0,1.0,2.0,1.0,25.0,0.0,0.0,13.0
667,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,7.775
668,0.0,0.0,1.0,3.0,1.0,43.0,0.0,0.0,8.05
669,0.0,0.0,1.0,1.0,0.0,24.0,1.0,0.0,52.0
670,0.0,0.0,1.0,2.0,0.0,40.0,1.0,1.0,39.0
671,0.0,0.0,1.0,1.0,1.0,31.0,1.0,0.0,52.0
672,0.0,0.0,1.0,2.0,1.0,70.0,0.0,0.0,10.5
673,0.0,0.0,1.0,2.0,1.0,31.0,0.0,0.0,13.0
674,0.0,0.0,1.0,2.0,1.0,24.0,0.0,0.0,0.0
675,0.0,0.0,1.0,3.0,1.0,18.0,0.0,0.0,7.775
676,0.0,0.0,1.0,3.0,1.0,24.5,0.0,0.0,8.05
677,0.0,0.0,1.0,3.0,0.0,18.0,0.0,0.0,9.8417
678,0.0,0.0,1.0,3.0,0.0,43.0,1.0,6.0,46.9
679,1.0,0.0,0.0,1.0,1.0,36.0,0.0,1.0,512.3292
680,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,8.1375
681,1.0,0.0,0.0,1.0,1.0,27.0,0.0,0.0,76.7292
682,0.0,0.0,1.0,3.0,1.0,20.0,0.0,0.0,9.225
683,0.0,0.0,1.0,3.0,1.0,14.0,5.0,2.0,46.9
684,0.0,0.0,1.0,2.0,1.0,60.0,1.0,1.0,39.0
685,1.0,0.0,0.0,2.0,1.0,25.0,1.0,2.0,41.5792
686,0.0,0.0,1.0,3.0,1.0,14.0,4.0,1.0,39.6875
687,0.0,0.0,1.0,3.0,1.0,19.0,0.0,0.0,10.1708
688,0.0,0.0,1.0,3.0,1.0,18.0,0.0,0.0,7.7958
689,0.0,0.0,1.0,1.0,0.0,15.0,0.0,1.0,211.3375
690,0.0,0.0,1.0,1.0,1.0,31.0,1.0,0.0,57.0
691,1.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,13.4167
692,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,56.4958
693,1.0,0.0,0.0,3.0,1.0,25.0,0.0,0.0,7.225
694,0.0,0.0,1.0,1.0,1.0,60.0,0.0,0.0,26.55
695,0.0,0.0,1.0,2.0,1.0,52.0,0.0,0.0,13.5
696,0.0,0.0,1.0,3.0,1.0,44.0,0.0,0.0,8.05
697,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,7.7333
698,1.0,0.0,0.0,1.0,1.0,49.0,1.0,1.0,110.8833
699,0.0,0.0,1.0,3.0,1.0,42.0,0.0,0.0,7.65
700,1.0,0.0,0.0,1.0,0.0,18.0,1.0,0.0,227.525
701,0.0,0.0,1.0,1.0,1.0,35.0,0.0,0.0,26.2875
702,1.0,0.0,0.0,3.0,0.0,18.0,0.0,1.0,14.4542
703,0.0,1.0,0.0,3.0,1.0,25.0,0.0,0.0,7.7417
704,0.0,0.0,1.0,3.0,1.0,26.0,1.0,0.0,7.8542
705,0.0,0.0,1.0,2.0,1.0,39.0,0.0,0.0,26.0
706,0.0,0.0,1.0,2.0,0.0,45.0,0.0,0.0,13.5
707,0.0,0.0,1.0,1.0,1.0,42.0,0.0,0.0,26.2875
708,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,151.55
709,1.0,0.0,0.0,3.0,1.0,24.0,1.0,1.0,15.2458
710,1.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,49.5042
711,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,26.55
712,0.0,0.0,1.0,1.0,1.0,48.0,1.0,0.0,52.0
713,0.0,0.0,1.0,3.0,1.0,29.0,0.0,0.0,9.4833
714,0.0,0.0,1.0,2.0,1.0,52.0,0.0,0.0,13.0
715,0.0,0.0,1.0,3.0,1.0,19.0,0.0,0.0,7.65
716,1.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,227.525
717,0.0,0.0,1.0,2.0,0.0,27.0,0.0,0.0,10.5
718,0.0,1.0,0.0,3.0,1.0,24.0,0.0,0.0,15.5
719,0.0,0.0,1.0,3.0,1.0,33.0,0.0,0.0,7.775
720,0.0,0.0,1.0,2.0,0.0,6.0,0.0,1.0,33.0
721,0.0,0.0,1.0,3.0,1.0,17.0,1.0,0.0,7.0542
722,0.0,0.0,1.0,2.0,1.0,34.0,0.0,0.0,13.0
723,0.0,0.0,1.0,2.0,1.0,50.0,0.0,0.0,13.0
724,0.0,0.0,1.0,1.0,1.0,27.0,1.0,0.0,53.1
725,0.0,0.0,1.0,3.0,1.0,20.0,0.0,0.0,8.6625
726,0.0,0.0,1.0,2.0,0.0,30.0,3.0,0.0,21.0
727,0.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,7.7375
